time,open,high,low,close,volume
2026-01-01T00:00:00+00:00,1.08000,1.08076,1.07925,1.07994,329.6
2026-01-01T04:00:00+00:00,1.07994,1.08096,1.07936,1.08055,809.9
2026-01-01T08:00:00+00:00,1.08055,1.08058,1.07970,1.08045,489.5
2026-01-01T12:00:00+00:00,1.08045,1.08158,1.08005,1.08157,749.4
2026-01-01T16:00:00+00:00,1.08157,1.08260,1.08076,1.08175,127.5
2026-01-01T20:00:00+00:00,1.08175,1.08224,1.08073,1.08158,443.1
2026-01-02T00:00:00+00:00,1.08158,1.08214,1.08155,1.08176,299.5
2026-01-02T04:00:00+00:00,1.08176,1.08280,1.08155,1.08235,307.8
2026-01-02T08:00:00+00:00,1.08235,1.08297,1.08209,1.08256,119.3
2026-01-02T12:00:00+00:00,1.08256,1.08439,1.08198,1.08389,267.3
2026-01-02T16:00:00+00:00,1.08389,1.08627,1.08378,1.08550,399.4
2026-01-02T20:00:00+00:00,1.08550,1.08727,1.08466,1.08663,479.9
2026-01-03T00:00:00+00:00,1.08663,1.08856,1.08636,1.08796,628.8
2026-01-03T04:00:00+00:00,1.08796,1.09015,1.08751,1.08938,630.1
2026-01-03T08:00:00+00:00,1.08938,1.08960,1.08856,1.08928,472.9
2026-01-03T12:00:00+00:00,1.08928,1.08991,1.08865,1.08942,707.0
2026-01-03T16:00:00+00:00,1.08942,1.09031,1.08896,1.08992,800.6
2026-01-03T20:00:00+00:00,1.08992,1.09102,1.08948,1.09067,126.6
2026-01-04T00:00:00+00:00,1.09067,1.09130,1.08967,1.09055,633.9
2026-01-04T04:00:00+00:00,1.09055,1.09121,1.09010,1.09105,983.9
2026-01-04T08:00:00+00:00,1.09105,1.09271,1.09028,1.09222,309.0
2026-01-04T12:00:00+00:00,1.09222,1.09377,1.09170,1.09291,513.2
2026-01-04T16:00:00+00:00,1.09291,1.09364,1.09205,1.09315,105.1
2026-01-04T20:00:00+00:00,1.09315,1.09503,1.09235,1.09430,766.5
2026-01-05T00:00:00+00:00,1.09430,1.09594,1.09379,1.09547,483.5
2026-01-05T04:00:00+00:00,1.09547,1.09625,1.09476,1.09527,279.9
2026-01-05T08:00:00+00:00,1.09527,1.09631,1.09495,1.09587,411.5
2026-01-05T12:00:00+00:00,1.09587,1.09707,1.09532,1.09651,512.3
2026-01-05T16:00:00+00:00,1.09651,1.09671,1.09605,1.09621,626.0
2026-01-05T20:00:00+00:00,1.09621,1.09812,1.09549,1.09740,834.8
2026-01-06T00:00:00+00:00,1.09740,1.09824,1.09679,1.09748,174.9
2026-01-06T04:00:00+00:00,1.09748,1.09749,1.09644,1.09712,324.6
2026-01-06T08:00:00+00:00,1.09712,1.09768,1.09660,1.09691,162.6
2026-01-06T12:00:00+00:00,1.09691,1.09739,1.09664,1.09679,345.6
2026-01-06T16:00:00+00:00,1.09679,1.09806,1.09650,1.09765,526.4
2026-01-06T20:00:00+00:00,1.09765,1.09800,1.09688,1.09726,269.2
2026-01-07T00:00:00+00:00,1.09726,1.09807,1.09657,1.09703,288.2
2026-01-07T04:00:00+00:00,1.09703,1.09842,1.09701,1.09768,116.1
2026-01-07T08:00:00+00:00,1.09768,1.09833,1.09737,1.09751,734.1
2026-01-07T12:00:00+00:00,1.09751,1.09879,1.09731,1.09830,978.0
2026-01-07T16:00:00+00:00,1.09830,1.09977,1.09810,1.09931,683.7
2026-01-07T20:00:00+00:00,1.09931,1.10011,1.09902,1.09959,667.9
2026-01-08T00:00:00+00:00,1.09959,1.09986,1.09841,1.09928,888.0
2026-01-08T04:00:00+00:00,1.09928,1.10020,1.09900,1.09943,945.4
2026-01-08T08:00:00+00:00,1.09943,1.10075,1.09920,1.10037,107.6
2026-01-08T12:00:00+00:00,1.10037,1.10161,1.09963,1.10157,966.0
2026-01-08T16:00:00+00:00,1.10157,1.10238,1.10079,1.10223,976.4
2026-01-08T20:00:00+00:00,1.10223,1.10360,1.10189,1.10314,412.2
2026-01-09T00:00:00+00:00,1.10314,1.10378,1.10275,1.10318,274.7
2026-01-09T04:00:00+00:00,1.10318,1.10377,1.10278,1.10304,549.8
2026-01-09T08:00:00+00:00,1.10304,1.10411,1.10223,1.10332,116.3
2026-01-09T12:00:00+00:00,1.10332,1.10369,1.10243,1.10340,804.4
2026-01-09T16:00:00+00:00,1.10340,1.10393,1.10279,1.10374,853.9
2026-01-09T20:00:00+00:00,1.10374,1.10547,1.10294,1.10516,718.4
2026-01-10T00:00:00+00:00,1.10516,1.10668,1.10495,1.10579,752.9
2026-01-10T04:00:00+00:00,1.10579,1.10595,1.10490,1.10572,291.7
2026-01-10T08:00:00+00:00,1.10572,1.10742,1.10496,1.10688,431.3
2026-01-10T12:00:00+00:00,1.10688,1.10755,1.10609,1.10729,643.6
2026-01-10T16:00:00+00:00,1.10729,1.10962,1.10717,1.10882,596.1
2026-01-10T20:00:00+00:00,1.10882,1.10886,1.10875,1.10882,879.6
2026-01-11T00:00:00+00:00,1.10882,1.11082,1.10852,1.11007,653.7
2026-01-11T04:00:00+00:00,1.11007,1.11165,1.10956,1.11131,301.3
2026-01-11T08:00:00+00:00,1.11131,1.11155,1.11049,1.11129,608.0
2026-01-11T12:00:00+00:00,1.11129,1.11320,1.11104,1.11279,808.3
2026-01-11T16:00:00+00:00,1.11279,1.11413,1.11219,1.11411,182.5
2026-01-11T20:00:00+00:00,1.11411,1.11495,1.11408,1.11415,315.7
2026-01-12T00:00:00+00:00,1.11415,1.11613,1.11405,1.11575,250.6
2026-01-12T04:00:00+00:00,1.11575,1.11668,1.11566,1.11601,919.7
2026-01-12T08:00:00+00:00,1.11601,1.11737,1.11519,1.11649,364.6
2026-01-12T12:00:00+00:00,1.11649,1.11718,1.11640,1.11675,686.8
2026-01-12T16:00:00+00:00,1.11675,1.11676,1.11572,1.11660,366.0
2026-01-12T20:00:00+00:00,1.11660,1.11785,1.11632,1.11745,156.7
2026-01-13T00:00:00+00:00,1.11745,1.11972,1.11657,1.11885,200.2
2026-01-13T04:00:00+00:00,1.11885,1.11953,1.11797,1.11897,588.6
